work_item_id,project_id,parent_work_item_id,work_item_type,title,state,blocked_flag,created_date,closed_date,story_points
WI-000243,PJ-100-03-04,WI-000235,Story,Story 6 for PJ-100-03-04,Blocked,True,2026-08-04,,8
WI-000244,PJ-100-03-04,WI-000235,Story,Story 7 for PJ-100-03-04,Done,False,2026-08-04,2026-08-25,2
WI-000245,PJ-100-03-04,WI-000235,Story,Story 8 for PJ-100-03-04,Done,False,2026-07-09,2026-08-17,3
WI-000246,PJ-100-03-04,WI-000237,Story,Story 9 for PJ-100-03-04,Review,False,2026-01-23,,1
WI-000247,PJ-100-03-04,WI-000237,Story,Story 10 for PJ-100-03-04,Ready,False,2026-08-01,,8
WI-000248,PJ-100-03-04,WI-000235,Story,Story 11 for PJ-100-03-04,Review,False,2026-03-13,,8
WI-000249,PJ-100-03-04,WI-000237,Story,Story 12 for PJ-100-03-04,In Progress,False,2026-05-10,,3
WI-000250,PJ-100-03-04,WI-000237,Story,Story 13 for PJ-100-03-04,In Progress,False,2026-06-12,,5
WI-000251,PJ-100-03-04,WI-000237,Story,Story 14 for PJ-100-03-04,Ready,False,2026-03-11,,3
WI-000252,PJ-100-03-04,WI-000236,Story,Story 15 for PJ-100-03-04,Ready,False,2026-03-29,,8
WI-000253,PJ-100-03-05,,Epic,Epic 1 for PJ-100-03-05,In Progress,False,2026-01-15,,
WI-000254,PJ-100-03-05,,Epic,Epic 2 for PJ-100-03-05,Backlog,False,2026-01-15,,
WI-000255,PJ-100-03-05,,Epic,Epic 3 for PJ-100-03-05,Done,False,2026-01-15,,
WI-000256,PJ-100-03-05,WI-000253,Story,Story 1 for PJ-100-03-05,Blocked,True,2026-02-04,,8
WI-000257,PJ-100-03-05,WI-000253,Story,Story 2 for PJ-100-03-05,Backlog,False,2026-05-02,,13
WI-000258,PJ-100-03-05,WI-000255,Story,Story 3 for PJ-100-03-05,Review,False,2026-02-14,,13
WI-000259,PJ-100-03-05,WI-000254,Story,Story 4 for PJ-100-03-05,Review,False,2026-06-30,,8
WI-000260,PJ-100-03-05,WI-000255,Story,Story 5 for PJ-100-03-05,Blocked,True,2026-01-21,,1
WI-000261,PJ-100-03-05,WI-000255,Story,Story 6 for PJ-100-03-05,Backlog,False,2026-05-18,,5
WI-000262,PJ-100-03-05,WI-000254,Story,Story 7 for PJ-100-03-05,Backlog,False,2026-06-22,,5
WI-000263,PJ-100-03-05,WI-000254,Story,Story 8 for PJ-100-03-05,Done,False,2026-07-31,2026-08-25,2
WI-000264,PJ-100-03-05,WI-000253,Story,Story 9 for PJ-100-03-05,Blocked,True,2026-08-03,,1
WI-000265,PJ-100-03-05,WI-000253,Story,Story 10 for PJ-100-03-05,In Progress,False,2026-04-29,,5
WI-000266,PJ-100-03-05,WI-000255,Story,Story 11 for PJ-100-03-05,Ready,False,2026-01-03,,1
WI-000267,PJ-100-03-05,WI-000255,Story,Story 12 for PJ-100-03-05,In Progress,False,2026-07-14,,13
WI-000268,PJ-100-03-05,WI-000253,Story,Story 13 for PJ-100-03-05,Ready,False,2026-04-02,,8
WI-000269,PJ-100-03-05,WI-000255,Story,Story 14 for PJ-100-03-05,In Progress,False,2026-06-10,,2
WI-000270,PJ-100-03-05,WI-000254,Story,Story 15 for PJ-100-03-05,Review,False,2026-03-01,,1
WI-000271,PJ-200-01-01,,Epic,Epic 1 for PJ-200-01-01,In Progress,False,2026-01-15,,
WI-000272,PJ-200-01-01,,Epic,Epic 2 for PJ-200-01-01,In Progress,False,2026-01-15,,
WI-000273,PJ-200-01-01,,Epic,Epic 3 for PJ-200-01-01,Done,False,2026-01-15,,
WI-000274,PJ-200-01-01,WI-000271,Story,Story 1 for PJ-200-01-01,Done,False,2026-06-30,2026-07-16,2
WI-000275,PJ-200-01-01,WI-000272,Story,Story 2 for PJ-200-01-01,Blocked,True,2026-07-30,,1
WI-000276,PJ-200-01-01,WI-000273,Story,Story 3 for PJ-200-01-01,In Progress,False,2026-08-11,,8
WI-000277,PJ-200-01-01,WI-000273,Story,Story 4 for PJ-200-01-01,Ready,False,2026-05-07,,2
WI-000278,PJ-200-01-01,WI-000273,Story,Story 5 for PJ-200-01-01,Blocked,True,2026-06-18,,13
WI-000279,PJ-200-01-01,WI-000271,Story,Story 6 for PJ-200-01-01,Done,False,2026-06-24,2026-08-02,1
WI-000280,PJ-200-01-01,WI-000273,Story,Story 7 for PJ-200-01-01,Ready,False,2026-05-31,,1
WI-000281,PJ-200-01-01,WI-000273,Story,Story 8 for PJ-200-01-01,In Progress,False,2026-02-02,,2
WI-000282,PJ-200-01-01,WI-000271,Story,Story 9 for PJ-200-01-01,Done,False,2026-08-14,2026-09-03,13
WI-000283,PJ-200-01-01,WI-000273,Story,Story 10 for PJ-200-01-01,Blocked,True,2026-01-06,,8
WI-000284,PJ-200-01-01,WI-000273,Story,Story 11 for PJ-200-01-01,In Progress,False,2026-06-07,,8
WI-000285,PJ-200-01-01,WI-000271,Story,Story 12 for PJ-200-01-01,Review,False,2026-08-15,,5
WI-000286,PJ-200-01-01,WI-000273,Story,Story 13 for PJ-200-01-01,Blocked,True,2026-06-14,,1
WI-000287,PJ-200-01-01,WI-000272,Story,Story 14 for PJ-200-01-01,In Progress,False,2026-08-07,,5
WI-000288,PJ-200-01-01,WI-000273,Story,Story 15 for PJ-200-01-01,Backlog,False,2026-03-12,,8
WI-000289,PJ-200-01-02,,Epic,Epic 1 for PJ-200-01-02,In Progress,False,2026-01-15,,
WI-000290,PJ-200-01-02,,Epic,Epic 2 for PJ-200-01-02,In Progress,False,2026-01-15,,
WI-000291,PJ-200-01-02,,Epic,Epic 3 for PJ-200-01-02,In Progress,False,2026-01-15,,
WI-000292,PJ-200-01-02,WI-000291,Story,Story 1 for PJ-200-01-02,Backlog,False,2026-05-13,,2
WI-000293,PJ-200-01-02,WI-000290,Story,Story 2 for PJ-200-01-02,In Progress,False,2026-01-13,,8
WI-000294,PJ-200-01-02,WI-000289,Story,Story 3 for PJ-200-01-02,In Progress,False,2026-04-25,,5
WI-000295,PJ-200-01-02,WI-000289,Story,Story 4 for PJ-200-01-02,In Progress,False,2026-02-19,,8
WI-000296,PJ-200-01-02,WI-000291,Story,Story 5 for PJ-200-01-02,Backlog,False,2026-07-26,,2
WI-000297,PJ-200-01-02,WI-000289,Story,Story 6 for PJ-200-01-02,Review,False,2026-06-26,,2
WI-000298,PJ-200-01-02,WI-000290,Story,Story 7 for PJ-200-01-02,Ready,False,2026-02-20,,3
WI-000299,PJ-200-01-02,WI-000291,Story,Story 8 for PJ-200-01-02,Blocked,True,2026-01-17,,1
WI-000300,PJ-200-01-02,WI-000290,Story,Story 9 for PJ-200-01-02,Review,False,2026-01-08,,1
WI-000301,PJ-200-01-02,WI-000290,Story,Story 10 for PJ-200-01-02,Blocked,True,2026-06-01,,3
WI-000302,PJ-200-01-02,WI-000290,Story,Story 11 for PJ-200-01-02,Backlog,False,2026-03-05,,2
WI-000303,PJ-200-01-02,WI-000290,Story,Story 12 for PJ-200-01-02,Backlog,False,2026-03-29,,8
WI-000304,PJ-200-01-02,WI-000289,Story,Story 13 for PJ-200-01-02,Ready,False,2026-07-23,,8
WI-000305,PJ-200-01-02,WI-000289,Story,Story 14 for PJ-200-01-02,Review,False,2026-06-08,,13
WI-000306,PJ-200-01-02,WI-000289,Story,Story 15 for PJ-200-01-02,Done,False,2026-04-25,2026-05-05,1
WI-000307,PJ-200-01-03,,Epic,Epic 1 for PJ-200-01-03,Backlog,False,2026-01-15,,
WI-000308,PJ-200-01-03,,Epic,Epic 2 for PJ-200-01-03,In Progress,False,2026-01-15,,
WI-000309,PJ-200-01-03,,Epic,Epic 3 for PJ-200-01-03,In Progress,False,2026-01-15,,
WI-000310,PJ-200-01-03,WI-000307,Story,Story 1 for PJ-200-01-03,Blocked,True,2026-08-16,,2
WI-000311,PJ-200-01-03,WI-000307,Story,Story 2 for PJ-200-01-03,Review,False,2026-01-16,,3
WI-000312,PJ-200-01-03,WI-000308,Story,Story 3 for PJ-200-01-03,Blocked,True,2026-06-06,,1
WI-000313,PJ-200-01-03,WI-000307,Story,Story 4 for PJ-200-01-03,Blocked,True,2026-01-27,,8
WI-000314,PJ-200-01-03,WI-000308,Story,Story 5 for PJ-200-01-03,In Progress,False,2026-01-14,,5
WI-000315,PJ-200-01-03,WI-000307,Story,Story 6 for PJ-200-01-03,Done,False,2026-01-25,2026-02-23,8
WI-000316,PJ-200-01-03,WI-000309,Story,Story 7 for PJ-200-01-03,Blocked,True,2026-07-21,,1
WI-000317,PJ-200-01-03,WI-000308,Story,Story 8 for PJ-200-01-03,Review,False,2026-04-27,,5
WI-000318,PJ-200-01-03,WI-000307,Story,Story 9 for PJ-200-01-03,Done,False,2026-08-14,2026-09-25,3
WI-000319,PJ-200-01-03,WI-000307,Story,Story 10 for PJ-200-01-03,Blocked,True,2026-06-16,,5
WI-000320,PJ-200-01-03,WI-000309,Story,Story 11 for PJ-200-01-03,In Progress,False,2026-05-13,,2
WI-000321,PJ-200-01-03,WI-000307,Story,Story 12 for PJ-200-01-03,Backlog,False,2026-01-28,,8
WI-000322,PJ-200-01-03,WI-000309,Story,Story 13 for PJ-200-01-03,Backlog,False,2026-07-02,,2
WI-000323,PJ-200-01-03,WI-000309,Story,Story 14 for PJ-200-01-03,Done,False,2026-08-20,2026-08-31,8
WI-000324,PJ-200-01-03,WI-000308,Story,Story 15 for PJ-200-01-03,In Progress,False,2026-03-07,,5
WI-000325,PJ-200-01-04,,Epic,Epic 1 for PJ-200-01-04,Done,False,2026-01-15,,
WI-000326,PJ-200-01-04,,Epic,Epic 2 for PJ-200-01-04,Done,False,2026-01-15,,
WI-000327,PJ-200-01-04,,Epic,Epic 3 for PJ-200-01-04,In Progress,False,2026-01-15,,
WI-000328,PJ-200-01-04,WI-000325,Story,Story 1 for PJ-200-01-04,Ready,False,2026-02-17,,1
WI-000329,PJ-200-01-04,WI-000326,Story,Story 2 for PJ-200-01-04,Ready,False,2026-01-16,,8
WI-000330,PJ-200-01-04,WI-000326,Story,Story 3 for PJ-200-01-04,Done,False,2026-04-22,2026-06-05,3
WI-000331,PJ-200-01-04,WI-000325,Story,Story 4 for PJ-200-01-04,Done,False,2026-05-30,2026-06-11,5
WI-000332,PJ-200-01-04,WI-000326,Story,Story 5 for PJ-200-01-04,Done,False,2026-03-21,2026-04-14,3
WI-000333,PJ-200-01-04,WI-000327,Story,Story 6 for PJ-200-01-04,Done,False,2026-01-03,2026-02-12,13
WI-000334,PJ-200-01-04,WI-000325,Story,Story 7 for PJ-200-01-04,Backlog,False,2026-02-07,,8
WI-000335,PJ-200-01-04,WI-000326,Story,Story 8 for PJ-200-01-04,Done,False,2026-07-29,2026-08-04,3
WI-000336,PJ-200-01-04,WI-000327,Story,Story 9 for PJ-200-01-04,Ready,False,2026-02-20,,2
WI-000337,PJ-200-01-04,WI-000326,Story,Story 10 for PJ-200-01-04,Backlog,False,2026-07-21,,2
WI-000338,PJ-200-01-04,WI-000327,Story,Story 11 for PJ-200-01-04,Review,False,2026-06-20,,13
WI-000339,PJ-200-01-04,WI-000327,Story,Story 12 for PJ-200-01-04,Done,False,2026-04-30,2026-05-24,8
WI-000340,PJ-200-01-04,WI-000326,Story,Story 13 for PJ-200-01-04,Done,False,2026-03-27,2026-04-18,3
WI-000341,PJ-200-01-04,WI-000326,Story,Story 14 for PJ-200-01-04,Backlog,False,2026-02-11,,1
WI-000342,PJ-200-01-04,WI-000325,Story,Story 15 for PJ-200-01-04,Ready,False,2026-05-07,,13
WI-000343,PJ-200-01-05,,Epic,Epic 1 for PJ-200-01-05,Backlog,False,2026-01-15,,
WI-000344,PJ-200-01-05,,Epic,Epic 2 for PJ-200-01-05,Done,False,2026-01-15,,
WI-000345,PJ-200-01-05,,Epic,Epic 3 for PJ-200-01-05,Backlog,False,2026-01-15,,
WI-000346,PJ-200-01-05,WI-000343,Story,Story 1 for PJ-200-01-05,Done,False,2026-04-30,2026-05-16,5
WI-000347,PJ-200-01-05,WI-000345,Story,Story 2 for PJ-200-01-05,In Progress,False,2026-07-08,,5
WI-000348,PJ-200-01-05,WI-000343,Story,Story 3 for PJ-200-01-05,Review,False,2026-02-22,,1
WI-000349,PJ-200-01-05,WI-000343,Story,Story 4 for PJ-200-01-05,Backlog,False,2026-04-03,,3
WI-000350,PJ-200-01-05,WI-000343,Story,Story 5 for PJ-200-01-05,Done,False,2026-01-08,2026-01-18,3
WI-000351,PJ-200-01-05,WI-000345,Story,Story 6 for PJ-200-01-05,Ready,False,2026-04-23,,8
WI-000352,PJ-200-01-05,WI-000343,Story,Story 7 for PJ-200-01-05,In Progress,False,2026-08-22,,1
WI-000353,PJ-200-01-05,WI-000344,Story,Story 8 for PJ-200-01-05,Ready,False,2026-02-20,,2
WI-000354,PJ-200-01-05,WI-000345,Story,Story 9 for PJ-200-01-05,In Progress,False,2026-02-26,,2
WI-000355,PJ-200-01-05,WI-000343,Story,Story 10 for PJ-200-01-05,Done,False,2026-03-28,2026-04-15,2
WI-000356,PJ-200-01-05,WI-000344,Story,Story 11 for PJ-200-01-05,Ready,False,2026-01-06,,1
WI-000357,PJ-200-01-05,WI-000343,Story,Story 12 for PJ-200-01-05,Blocked,True,2026-01-06,,5
WI-000358,PJ-200-01-05,WI-000344,Story,Story 13 for PJ-200-01-05,Backlog,False,2026-06-17,,2
WI-000359,PJ-200-01-05,WI-000343,Story,Story 14 for PJ-200-01-05,Review,False,2026-03-20,,3
WI-000360,PJ-200-01-05,WI-000345,Story,Story 15 for PJ-200-01-05,In Progress,False,2026-07-27,,2
WI-000361,PJ-200-02-01,,Epic,Epic 1 for PJ-200-02-01,Done,False,2026-01-15,,
WI-000362,PJ-200-02-01,,Epic,Epic 2 for PJ-200-02-01,Done,False,2026-01-15,,
WI-000363,PJ-200-02-01,,Epic,Epic 3 for PJ-200-02-01,In Progress,False,2026-01-15,,
WI-000364,PJ-200-02-01,WI-000361,Story,Story 1 for PJ-200-02-01,Blocked,True,2026-08-13,,1
WI-000365,PJ-200-02-01,WI-000361,Story,Story 2 for PJ-200-02-01,Ready,False,2026-02-06,,2
WI-000366,PJ-200-02-01,WI-000363,Story,Story 3 for PJ-200-02-01,Review,False,2026-05-17,,3
WI-000367,PJ-200-02-01,WI-000363,Story,Story 4 for PJ-200-02-01,Done,False,2026-03-23,2026-04-22,2
WI-000368,PJ-200-02-01,WI-000363,Story,Story 5 for PJ-200-02-01,Backlog,False,2026-08-24,,8
WI-000369,PJ-200-02-01,WI-000361,Story,Story 6 for PJ-200-02-01,Done,False,2026-02-18,2026-03-11,3
WI-000370,PJ-200-02-01,WI-000363,Story,Story 7 for PJ-200-02-01,Backlog,False,2026-03-05,,3
WI-000371,PJ-200-02-01,WI-000363,Story,Story 8 for PJ-200-02-01,Ready,False,2026-08-12,,8
WI-000372,PJ-200-02-01,WI-000361,Story,Story 9 for PJ-200-02-01,Review,False,2026-08-15,,13
WI-000373,PJ-200-02-01,WI-000363,Story,Story 10 for PJ-200-02-01,Review,False,2026-01-21,,8
WI-000374,PJ-200-02-01,WI-000363,Story,Story 11 for PJ-200-02-01,Ready,False,2026-01-17,,5
WI-000375,PJ-200-02-01,WI-000363,Story,Story 12 for PJ-200-02-01,Blocked,True,2026-07-12,,3
WI-000376,PJ-200-02-01,WI-000361,Story,Story 13 for PJ-200-02-01,Done,False,2026-05-08,2026-06-09,3
WI-000377,PJ-200-02-01,WI-000363,Story,Story 14 for PJ-200-02-01,In Progress,False,2026-07-02,,13
WI-000378,PJ-200-02-01,WI-000362,Story,Story 15 for PJ-200-02-01,Blocked,True,2026-05-04,,5
WI-000379,PJ-200-02-02,,Epic,Epic 1 for PJ-200-02-02,In Progress,False,2026-01-15,,
WI-000380,PJ-200-02-02,,Epic,Epic 2 for PJ-200-02-02,Done,False,2026-01-15,,
WI-000381,PJ-200-02-02,,Epic,Epic 3 for PJ-200-02-02,In Progress,False,2026-01-15,,
WI-000382,PJ-200-02-02,WI-000379,Story,Story 1 for PJ-200-02-02,Done,False,2026-06-13,2026-07-27,2
WI-000383,PJ-200-02-02,WI-000380,Story,Story 2 for PJ-200-02-02,Ready,False,2026-02-26,,2
WI-000384,PJ-200-02-02,WI-000380,Story,Story 3 for PJ-200-02-02,Ready,False,2026-04-12,,5
WI-000385,PJ-200-02-02,WI-000381,Story,Story 4 for PJ-200-02-02,Review,False,2026-08-16,,2
WI-000386,PJ-200-02-02,WI-000380,Story,Story 5 for PJ-200-02-02,In Progress,False,2026-08-28,,8
WI-000387,PJ-200-02-02,WI-000379,Story,Story 6 for PJ-200-02-02,Ready,False,2026-01-22,,3
WI-000388,PJ-200-02-02,WI-000379,Story,Story 7 for PJ-200-02-02,Done,False,2026-04-24,2026-05-19,8
WI-000389,PJ-200-02-02,WI-000381,Story,Story 8 for PJ-200-02-02,Review,False,2026-01-11,,8
WI-000390,PJ-200-02-02,WI-000380,Story,Story 9 for PJ-200-02-02,Review,False,2026-03-28,,5
WI-000391,PJ-200-02-02,WI-000380,Story,Story 10 for PJ-200-02-02,Review,False,2026-04-21,,5
WI-000392,PJ-200-02-02,WI-000380,Story,Story 11 for PJ-200-02-02,In Progress,False,2026-03-23,,1
WI-000393,PJ-200-02-02,WI-000379,Story,Story 12 for PJ-200-02-02,Review,False,2026-02-15,,3
WI-000394,PJ-200-02-02,WI-000380,Story,Story 13 for PJ-200-02-02,Backlog,False,2026-06-15,,1
WI-000395,PJ-200-02-02,WI-000381,Story,Story 14 for PJ-200-02-02,Done,False,2026-03-17,2026-04-21,13
WI-000396,PJ-200-02-02,WI-000379,Story,Story 15 for PJ-200-02-02,In Progress,False,2026-01-21,,1
WI-000397,PJ-200-02-03,,Epic,Epic 1 for PJ-200-02-03,Backlog,False,2026-01-15,,
WI-000398,PJ-200-02-03,,Epic,Epic 2 for PJ-200-02-03,Backlog,False,2026-01-15,,
WI-000399,PJ-200-02-03,,Epic,Epic 3 for PJ-200-02-03,In Progress,False,2026-01-15,,
WI-000400,PJ-200-02-03,WI-000398,Story,Story 1 for PJ-200-02-03,Done,False,2026-01-10,2026-01-25,2
WI-000401,PJ-200-02-03,WI-000398,Story,Story 2 for PJ-200-02-03,In Progress,False,2026-06-22,,3
WI-000402,PJ-200-02-03,WI-000398,Story,Story 3 for PJ-200-02-03,Blocked,True,2026-07-10,,2
WI-000403,PJ-200-02-03,WI-000399,Story,Story 4 for PJ-200-02-03,Done,False,2026-06-30,2026-07-11,13
WI-000404,PJ-200-02-03,WI-000397,Story,Story 5 for PJ-200-02-03,In Progress,False,2026-05-20,,3
WI-000405,PJ-200-02-03,WI-000398,Story,Story 6 for PJ-200-02-03,In Progress,False,2026-03-14,,5
WI-000406,PJ-200-02-03,WI-000397,Story,Story 7 for PJ-200-02-03,Done,False,2026-07-30,2026-09-12,5
WI-000407,PJ-200-02-03,WI-000398,Story,Story 8 for PJ-200-02-03,Done,False,2026-06-17,2026-06-29,2
WI-000408,PJ-200-02-03,WI-000399,Story,Story 9 for PJ-200-02-03,Blocked,True,2026-02-28,,2
WI-000409,PJ-200-02-03,WI-000399,Story,Story 10 for PJ-200-02-03,Ready,False,2026-05-02,,8
WI-000410,PJ-200-02-03,WI-000399,Story,Story 11 for PJ-200-02-03,Done,False,2026-07-21,2026-08-22,5
WI-000411,PJ-200-02-03,WI-000398,Story,Story 12 for PJ-200-02-03,Backlog,False,2026-03-29,,2
WI-000412,PJ-200-02-03,WI-000398,Story,Story 13 for PJ-200-02-03,Blocked,True,2026-04-20,,2
WI-000413,PJ-200-02-03,WI-000399,Story,Story 14 for PJ-200-02-03,Review,False,2026-04-23,,1
WI-000414,PJ-200-02-03,WI-000399,Story,Story 15 for PJ-200-02-03,Ready,False,2026-04-06,,2
WI-000415,PJ-200-02-04,,Epic,Epic 1 for PJ-200-02-04,In Progress,False,2026-01-15,,
WI-000416,PJ-200-02-04,,Epic,Epic 2 for PJ-200-02-04,Done,False,2026-01-15,,
WI-000417,PJ-200-02-04,,Epic,Epic 3 for PJ-200-02-04,Backlog,False,2026-01-15,,
WI-000418,PJ-200-02-04,WI-000416,Story,Story 1 for PJ-200-02-04,Blocked,True,2026-05-08,,3
WI-000419,PJ-200-02-04,WI-000416,Story,Story 2 for PJ-200-02-04,Review,False,2026-02-27,,13
WI-000420,PJ-200-02-04,WI-000417,Story,Story 3 for PJ-200-02-04,Review,False,2026-07-12,,8
WI-000421,PJ-200-02-04,WI-000417,Story,Story 4 for PJ-200-02-04,In Progress,False,2026-03-18,,1
WI-000422,PJ-200-02-04,WI-000415,Story,Story 5 for PJ-200-02-04,Backlog,False,2026-05-26,,2
WI-000423,PJ-200-02-04,WI-000417,Story,Story 6 for PJ-200-02-04,Done,False,2026-03-26,2026-05-08,8
WI-000424,PJ-200-02-04,WI-000416,Story,Story 7 for PJ-200-02-04,Review,False,2026-05-27,,2
WI-000425,PJ-200-02-04,WI-000417,Story,Story 8 for PJ-200-02-04,Backlog,False,2026-04-11,,5
WI-000426,PJ-200-02-04,WI-000415,Story,Story 9 for PJ-200-02-04,Review,False,2026-02-18,,3
WI-000427,PJ-200-02-04,WI-000417,Story,Story 10 for PJ-200-02-04,Review,False,2026-05-26,,3
WI-000428,PJ-200-02-04,WI-000415,Story,Story 11 for PJ-200-02-04,Ready,False,2026-01-24,,13
WI-000429,PJ-200-02-04,WI-000415,Story,Story 12 for PJ-200-02-04,Ready,False,2026-05-22,,13
WI-000430,PJ-200-02-04,WI-000415,Story,Story 13 for PJ-200-02-04,Review,False,2026-06-04,,2
WI-000431,PJ-200-02-04,WI-000416,Story,Story 14 for PJ-200-02-04,Backlog,False,2026-02-20,,3
WI-000432,PJ-200-02-04,WI-000416,Story,Story 15 for PJ-200-02-04,Ready,False,2026-02-22,,13
WI-000433,PJ-200-02-05,,Epic,Epic 1 for PJ-200-02-05,Done,False,2026-01-15,,
WI-000434,PJ-200-02-05,,Epic,Epic 2 for PJ-200-02-05,Backlog,False,2026-01-15,,
WI-000435,PJ-200-02-05,,Epic,Epic 3 for PJ-200-02-05,In Progress,False,2026-01-15,,
WI-000436,PJ-200-02-05,WI-000435,Story,Story 1 for PJ-200-02-05,In Progress,False,2026-01-15,,1
WI-000437,PJ-200-02-05,WI-000434,Story,Story 2 for PJ-200-02-05,In Progress,False,2026-02-13,,5
WI-000438,PJ-200-02-05,WI-000433,Story,Story 3 for PJ-200-02-05,Backlog,False,2026-02-10,,8
WI-000439,PJ-200-02-05,WI-000435,Story,Story 4 for PJ-200-02-05,Review,False,2026-04-18,,1
WI-000440,PJ-200-02-05,WI-000433,Story,Story 5 for PJ-200-02-05,Ready,False,2026-04-10,,2
WI-000441,PJ-200-02-05,WI-000435,Story,Story 6 for PJ-200-02-05,Review,False,2026-03-21,,13
WI-000442,PJ-200-02-05,WI-000435,Story,Story 7 for PJ-200-02-05,Ready,False,2026-05-02,,8
WI-000443,PJ-200-02-05,WI-000435,Story,Story 8 for PJ-200-02-05,In Progress,False,2026-08-29,,2
WI-000444,PJ-200-02-05,WI-000435,Story,Story 9 for PJ-200-02-05,Blocked,True,2026-05-09,,5
WI-000445,PJ-200-02-05,WI-000433,Story,Story 10 for PJ-200-02-05,Ready,False,2026-03-12,,2
WI-000446,PJ-200-02-05,WI-000434,Story,Story 11 for PJ-200-02-05,Backlog,False,2026-04-25,,8
WI-000447,PJ-200-02-05,WI-000435,Story,Story 12 for PJ-200-02-05,Ready,False,2026-07-26,,3
WI-000448,PJ-200-02-05,WI-000434,Story,Story 13 for PJ-200-02-05,Done,False,2026-08-22,2026-09-25,5
WI-000449,PJ-200-02-05,WI-000435,Story,Story 14 for PJ-200-02-05,Backlog,False,2026-05-28,,1
WI-000450,PJ-200-02-05,WI-000434,Story,Story 15 for PJ-200-02-05,Blocked,True,2026-03-15,,3
WI-000451,PJ-200-03-01,,Epic,Epic 1 for PJ-200-03-01,Done,False,2026-01-15,,
WI-000452,PJ-200-03-01,,Epic,Epic 2 for PJ-200-03-01,Done,False,2026-01-15,,
WI-000453,PJ-200-03-01,,Epic,Epic 3 for PJ-200-03-01,In Progress,False,2026-01-15,,
WI-000454,PJ-200-03-01,WI-000452,Story,Story 1 for PJ-200-03-01,Done,False,2026-04-11,2026-04-25,2
WI-000455,PJ-200-03-01,WI-000452,Story,Story 2 for PJ-200-03-01,Done,False,2026-02-15,2026-03-17,5
WI-000456,PJ-200-03-01,WI-000451,Story,Story 3 for PJ-200-03-01,Blocked,True,2026-08-22,,13
WI-000457,PJ-200-03-01,WI-000452,Story,Story 4 for PJ-200-03-01,Backlog,False,2026-05-26,,13
WI-000458,PJ-200-03-01,WI-000451,Story,Story 5 for PJ-200-03-01,Ready,False,2026-01-12,,3
WI-000459,PJ-200-03-01,WI-000453,Story,Story 6 for PJ-200-03-01,Blocked,True,2026-08-14,,3
WI-000460,PJ-200-03-01,WI-000453,Story,Story 7 for PJ-200-03-01,Backlog,False,2026-06-20,,13
WI-000461,PJ-200-03-01,WI-000452,Story,Story 8 for PJ-200-03-01,Ready,False,2026-07-04,,5
WI-000462,PJ-200-03-01,WI-000452,Story,Story 9 for PJ-200-03-01,Done,False,2026-07-15,2026-07-25,1
WI-000463,PJ-200-03-01,WI-000453,Story,Story 10 for PJ-200-03-01,Backlog,False,2026-07-13,,3
WI-000464,PJ-200-03-01,WI-000451,Story,Story 11 for PJ-200-03-01,Review,False,2026-04-15,,3
WI-000465,PJ-200-03-01,WI-000452,Story,Story 12 for PJ-200-03-01,Done,False,2026-02-23,2026-02-28,1
WI-000466,PJ-200-03-01,WI-000453,Story,Story 13 for PJ-200-03-01,Blocked,True,2026-01-19,,13
WI-000467,PJ-200-03-01,WI-000452,Story,Story 14 for PJ-200-03-01,Review,False,2026-07-11,,3
WI-000468,PJ-200-03-01,WI-000451,Story,Story 15 for PJ-200-03-01,Review,False,2026-07-10,,5
WI-000469,PJ-200-03-02,,Epic,Epic 1 for PJ-200-03-02,Backlog,False,2026-01-15,,
WI-000470,PJ-200-03-02,,Epic,Epic 2 for PJ-200-03-02,Backlog,False,2026-01-15,,
WI-000471,PJ-200-03-02,,Epic,Epic 3 for PJ-200-03-02,In Progress,False,2026-01-15,,
WI-000472,PJ-200-03-02,WI-000469,Story,Story 1 for PJ-200-03-02,Blocked,True,2026-01-30,,3
WI-000473,PJ-200-03-02,WI-000470,Story,Story 2 for PJ-200-03-02,Blocked,True,2026-06-21,,5
WI-000474,PJ-200-03-02,WI-000469,Story,Story 3 for PJ-200-03-02,Backlog,False,2026-04-29,,8
WI-000475,PJ-200-03-02,WI-000471,Story,Story 4 for PJ-200-03-02,Ready,False,2026-06-18,,5
WI-000476,PJ-200-03-02,WI-000470,Story,Story 5 for PJ-200-03-02,Review,False,2026-02-05,,2
WI-000477,PJ-200-03-02,WI-000471,Story,Story 6 for PJ-200-03-02,Backlog,False,2026-02-13,,1
WI-000478,PJ-200-03-02,WI-000469,Story,Story 7 for PJ-200-03-02,In Progress,False,2026-02-15,,8
WI-000479,PJ-200-03-02,WI-000469,Story,Story 8 for PJ-200-03-02,Review,False,2026-07-09,,1
WI-000480,PJ-200-03-02,WI-000471,Story,Story 9 for PJ-200-03-02,Backlog,False,2026-06-21,,3
WI-000481,PJ-200-03-02,WI-000470,Story,Story 10 for PJ-200-03-02,Review,False,2026-02-09,,2
WI-000482,PJ-200-03-02,WI-000469,Story,Story 11 for PJ-200-03-02,Blocked,True,2026-02-25,,13
WI-000483,PJ-200-03-02,WI-000470,Story,Story 12 for PJ-200-03-02,Ready,False,2026-05-17,,13
WI-000484,PJ-200-03-02,WI-000471,Story,Story 13 for PJ-200-03-02,Blocked,True,2026-01-13,,13
